95,4000095,95,1,42736 
96,4000096,96,1,42736 
97,4000097,97,1,42736 
98,4000098,98,1,42736 
99,4000099,99,1,42736 
100,4000100,100,1,42736 
101,4000101,101,1,42736 
102,4000102,102,1,42736 
103,4000103,103,1,42736 
104,4000104,104,1,42736 
105,4000105,105,1,42736 
106,4000106,106,1,42736 
107,4000107,107,1,42736 
108,4000108,108,1,42736 
109,4000109,109,1,42736 
110,4000110,110,1,42736 
111,4000111,111,1,42736 
112,4000112,112,1,42736 
113,4000113,113,1,42736 
114,4000114,114,1,42736 
115,4000115,115,1,42736 
116,4000116,116,1,42736 
117,4000117,117,1,42736 
118,4000118,118,1,42736 
119,4000119,119,1,42736 
120,4000120,120,1,42736 
121,4000121,121,1,42736 
122,4000122,122,1,42736 
123,4000123,123,1,42736 
124,4000124,124,1,42736 
125,4000125,125,1,42736 
126,4000126,126,1,42736 
127,4000127,127,1,42736 
128,4000128,128,1,42736 
129,4000129,129,1,42736 
130,4000130,130,1,42736 
131,4000131,131,1,42736 
132,4000132,132,1,42736 
133,4000133,133,1,42736 
134,4000134,134,1,42736 
135,4000135,135,1,42736 
136,4000136,136,1,42736 
137,4000137,137,1,42736 
138,4000138,138,1,42736 
139,4000139,139,1,42736 
140,4000140,140,1,42736 
141,4000141,141,1,42736 
142,4000142,142,1,42736 
143,4000143,143,1,42736 
144,4000144,144,1,42736 
145,4000145,145,1,42736 
146,4000146,146,1,42736 
147,4000147,147,1,42736 
148,4000148,148,1,42736 
149,4000149,149,1,42736 
150,4000150,150,1,42737 
151,4000151,151,1,42737 
152,4000152,152,1,42737 
153,4000153,153,1,42737 
154,4000154,154,1,42737 
155,4000155,155,1,42737 
156,4000156,156,1,42737 
157,4000157,157,1,42737 
158,4000158,158,1,42737 
159,4000159,159,1,42737 
160,4000160,160,1,42737 
161,4000161,161,1,42737 
162,4000162,162,1,42737 
163,4000163,163,1,42737 
164,4000164,164,1,42737 
165,4000165,165,1,42737 
166,4000166,166,1,42737 
167,4000167,167,1,42737 
168,4000168,168,1,42737 
169,4000169,169,1,42737 
170,4000170,170,1,42737 
171,4000171,171,1,42737 
172,4000172,172,1,42737 
173,4000173,173,1,42737 
174,4000174,174,1,42737 
175,4000175,175,1,42737 
176,4000176,176,1,42737 
177,4000177,177,1,42737 
178,4000178,178,1,42737 
179,4000179,179,1,42737 
180,4000180,180,1,42737 
181,4000181,181,1,42737 
182,4000182,182,1,42737 
183,4000183,183,1,42737 
184,4000184,184,1,42737 
185,4000185,185,1,42737 
186,4000186,186,1,42737 
187,4000187,187,1,42737 
188,4000188,188,1,42737 
189,4000189,189,1,42737 
190,4000190,190,1,42737 
191,4000191,191,1,42737 
192,4000192,192,1,42737 
193,4000193,193,1,42737 
194,4000194,194,1,42737 
195,4000195,195,1,42737 
196,4000196,196,1,42737 
197,4000197,197,1,42737 
198,4000198,198,1,42737 
199,4000199,199,1,42737 
200,4000200,200,1,42737 
201,4000201,201,1,42737 
202,4000202,202,1,42737 
203,4000203,203,1,42737 
204,4000204,204,1,42737 
205,4000205,205,1,42737 
206,4000206,206,1,42737 
207,4000207,207,1,42737 
208,4000208,208,1,42737 
209,4000209,209,1,42737 
210,4000210,210,1,42737 
211,4000211,211,1,42737 
212,4000212,212,1,42737 
213,4000213,213,1,42737 
214,4000214,214,1,42737 
215,4000215,215,1,42737 
216,4000216,216,1,42737 
217,4000217,217,1,42737 
218,4000218,218,1,42737 
219,4000219,219,1,42737 
220,4000220,220,1,42737 
221,4000221,221,1,42737 
222,4000222,222,1,42737 
223,4000223,223,1,42737 
224,4000224,224,1,42737 
225,4000225,225,1,42737 
226,4000226,226,1,42737 
227,4000227,227,1,42737 
228,4000228,228,1,42737 
229,4000229,229,1,42737 
230,4000230,230,1,42737 
231,4000231,231,1,42737 
232,4000232,232,1,42737 
233,4000233,233,1,42737 
234,4000234,234,1,42737 
235,4000235,235,1,42737 
236,4000236,236,1,42737 
237,4000237,237,1,42737 
238,4000238,238,1,42737 
239,4000239,239,1,42737 
240,4000240,240,1,42737 
241,4000241,241,1,42737 
242,4000242,242,1,42737 
243,4000243,243,1,42737 
244,4000244,244,1,42737 
245,4000245,245,1,42737 
246,4000246,246,1,42737 
247,4000247,247,1,42737 
248,4000248,248,1,42737 
249,4000249,249,1,42737 
250,4000250,250,1,42737 
251,4000251,251,1,42737 
252,4000252,252,1,42737 
253,4000253,253,1,42737 
254,4000254,254,1,42737 
255,4000255,255,1,42737 
256,4000256,256,1,42737 
257,4000257,257,1,42737 
258,4000258,258,1,42737 
259,4000259,259,1,42737 
260,4000260,260,1,42737 
261,4000261,261,1,42737 
262,4000262,262,1,42737 
263,4000263,263,1,42737 
264,4000264,264,1,42737 
265,4000265,265,1,42737 
266,4000266,266,1,42737 
267,4000267,267,1,42737 
268,4000268,268,1,42737 
269,4000269,269,1,42737 
270,4000270,270,1,42737 
271,4000271,271,1,42737 
272,4000272,272,1,42737 
273,4000273,273,1,42737 
274,4000274,274,1,42737 
275,4000275,275,1,42737 
276,4000276,276,1,42737 
277,4000277,277,1,42737 
278,4000278,278,1,42737 
279,4000279,279,1,42737 
280,4000280,280,1,42737 
281,4000281,281,1,42737 
282,4000282,282,1,42737 
283,4000283,283,1,42737 
284,4000284,284,1,42737 
285,4000285,285,1,42737 
286,4000286,286,1,42737 
287,4000287,287,1,42737 
288,4000288,288,1,42737 
289,4000289,289,1,42737 
290,4000290,290,1,42737 
291,4000291,291,1,42737 
292,4000292,292,1,42737 
293,4000293,293,1,42737 
294,4000294,294,1,42737 
295,4000295,295,1,42737 
296,4000296,296,1,42737 
297,4000297,297,1,42737 
298,4000298,298,1,42737 
299,4000299,299,1,42737 
300,4000300,300,1,42737 
301,4000301,301,1,42738 
302,4000302,302,1,42738 
303,4000303,303,1,42738 
304,4000304,304,1,42738 
305,4000305,305,1,42738 
306,4000306,306,1,42738 
307,4000307,307,1,42738 
308,4000308,308,1,42738 
309,4000309,309,1,42738 
310,4000310,310,1,42738 
311,4000311,311,1,42738 
312,4000312,312,1,42738 
313,4000313,313,1,42738 
314,4000314,314,1,42738 
315,4000315,315,1,42738 
316,4000316,316,1,42738 
317,4000317,317,1,42738 
318,4000318,318,1,42738 
319,4000319,319,1,42738 
320,4000320,320,1,42738 
321,4000321,321,1,42738 
322,4000322,322,1,42738 
323,4000323,323,1,42738 
324,4000324,324,1,42738 
325,4000325,325,1,42738 
326,4000326,326,1,42738 
327,4000327,327,1,42738 
328,4000328,328,1,42738 
329,4000329,329,1,42738 
330,4000330,330,1,42738 
331,4000331,331,1,42738 
332,4000332,332,1,42738 
333,4000333,333,1,42738 
334,4000334,334,1,42738 
335,4000335,335,1,42738 
336,4000336,336,1,42738 
337,4000337,337,1,42738 
338,4000338,338,1,42738 
339,4000339,339,1,42738 
340,4000340,340,1,42738 
341,4000341,341,1,42738 
342,4000342,342,1,42738 
343,4000343,343,1,42738 
344,4000344,344,1,42738 
345,4000345,345,1,42738 
346,4000346,346,1,42738 
347,4000347,347,1,42738 
348,4000348,348,1,42738 
349,4000349,349,1,42738 
350,4000350,350,1,42738 
351,4000351,351,1,42738 
352,4000352,352,1,42738 
353,4000353,353,1,42738 
354,4000354,354,1,42738 
355,4000355,355,1,42738 
356,4000356,356,1,42738 
357,4000357,357,1,42738 
358,4000358,358,1,42738 
359,4000359,359,1,42738 
360,4000360,360,1,42738 
361,4000361,361,1,42738 
362,4000362,362,1,42738 
363,4000363,363,1,42738 
364,4000364,364,1,42738 
365,4000365,365,1,42738 
366,4000366,366,1,42738 
367,4000367,367,1,42738 
368,4000368,368,1,42738 
369,4000369,369,1,42738 
370,4000370,370,1,42738 
371,4000371,371,1,42738 
372,4000372,372,1,42738 
373,4000373,373,1,42738 
374,4000374,374,1,42738 
375,4000375,375,1,42738 
376,4000376,376,1,42738 
377,4000377,377,1,42738 
378,4000378,378,1,42738 
379,4000379,379,1,42738 
380,4000380,380,1,42738 
381,4000381,381,1,42738 
382,4000382,382,1,42738 
383,4000383,383,1,42738 
384,4000384,384,1,42738 
385,4000385,385,1,42738 
386,4000386,386,1,42738 
387,4000387,387,1,42738 
388,4000388,388,1,42738 
389,4000389,389,1,42738 
390,4000390,390,1,42738 
391,4000391,391,1,42738 
392,4000392,392,1,42738 
393,4000393,393,1,42738 
394,4000394,394,1,42738 
395,4000395,395,1,42738 
396,4000396,396,1,42738 
397,4000397,397,1,42738 
398,4000398,398,1,42738 
399,4000399,399,1,42738 
400,4000400,400,1,42738 
401,4000401,401,1,42738 
402,4000402,402,1,42738 
403,4000403,403,1,42738 
404,4000404,404,1,42738 
405,4000405,405,1,42738 
406,4000406,406,1,42738 
407,4000407,407,1,42738 
408,4000408,408,1,42738 
409,4000409,409,1,42738 
410,4000410,410,1,42738 
411,4000411,411,1,42738 
412,4000412,412,1,42738 
413,4000413,413,1,42738 
414,4000414,414,1,42738 
415,4000415,415,1,42738 
416,4000416,416,1,42738 
417,4000417,417,1,42738 
418,4000418,418,1,42738 
419,4000419,419,1,42738 
420,4000420,420,1,42738 
421,4000421,421,1,42738 
422,4000422,422,1,42738 
423,4000423,423,1,42738 
424,4000424,424,1,42738 
425,4000425,425,1,42738 
426,4000426,426,1,42738 
427,4000427,427,1,42738 
428,4000428,428,1,42738 
429,4000429,429,1,42738 
430,4000430,430,1,42738 
431,4000431,431,1,42738 
432,4000432,432,1,42738 
433,4000433,433,1,42738 
434,4000434,434,1,42738 
435,4000435,435,1,42738 
436,4000436,436,1,42738 
437,4000437,437,1,42738 
438,4000438,438,1,42738 
439,4000439,439,1,42738 
440,4000440,440,1,42738 
441,4000441,441,1,42738 
442,4000442,442,1,42738 
443,4000443,443,1,42738 
444,4000444,444,1,42738 
445,4000445,445,1,42738 
446,4000446,446,1,42738 
447,4000447,447,1,42738 
448,4000448,448,1,42738 
449,4000449,449,1,42738 
450,4000450,450,1,42738 
451,4000451,451,1,42736 
452,4000452,452,1,42736 
453,4000453,453,1,42736 
454,4000454,454,1,42736 
455,4000455,455,1,42736 
456,4000456,456,1,42736 
457,4000457,457,1,42736 
458,4000458,458,1,42736 
459,4000459,459,1,42736 
460,4000460,460,1,42736 
461,4000461,461,1,42736 
462,4000462,462,1,42736 
463,4000463,463,1,42736 
464,4000464,464,1,42736 
465,4000465,465,1,42736 
466,4000466,466,1,42736 
467,4000467,467,1,42736 
468,4000468,468,1,42736 
469,4000469,469,1,42736 
470,4000470,470,1,42736 
471,4000471,471,1,42736 
472,4000472,472,1,42736 
473,4000473,473,1,42736 
474,4000474,474,1,42736 
475,4000475,475,1,42736 
476,4000476,476,1,42736 
477,4000477,477,1,42736 
478,4000478,478,1,42736 
479,4000479,479,1,42736 
480,4000480,480,1,42736 
481,4000481,481,1,42736 
482,4000482,482,1,42736 
483,4000483,483,1,42736 
484,4000484,484,1,42736 
485,4000485,485,1,42736 
486,4000486,486,1,42736 
487,4000487,487,1,42736 
488,4000488,488,1,42736 
489,4000489,489,1,42736 
490,4000490,490,1,42736 
491,4000491,491,1,42736 
492,4000492,492,1,42736 
493,4000493,493,1,42736 
494,4000494,494,1,42736 
495,4000495,495,1,42736 
496,4000496,496,1,42736 
497,4000497,497,1,42736 
498,4000498,498,1,42736 
499,4000499,499,1,42736 
500,4000500,500,1,42736 
501,4000501,501,1,42736 
502,4000502,502,1,42736 
503,4000503,503,1,42736 
504,4000504,504,1,42736 
505,4000505,505,1,42736 
506,4000506,506,1,42736 
507,4000507,507,1,42736 
508,4000508,508,1,42736 
509,4000509,509,1,42736 
510,4000510,510,1,42736 
511,4000511,511,1,42736 
512,4000512,512,1,42736 
513,4000513,513,1,42736 
514,4000514,514,1,42736 
515,4000515,515,1,42736 
516,4000516,516,1,42736 
517,4000517,517,1,42736 
518,4000518,518,1,42736 
519,4000519,519,1,42736 
520,4000520,520,1,42736 
521,4000521,521,1,42736 
522,4000522,522,1,42736 
523,4000523,523,1,42736 
524,4000524,524,1,42736 
525,4000525,525,1,42736 
526,4000526,526,1,42736 
527,4000527,527,1,42736 
528,4000528,528,1,42736 
529,4000529,529,1,42736 
530,4000530,530,1,42736 
531,4000531,531,1,42736 
532,4000532,532,1,42736 
533,4000533,533,1,42736 
534,4000534,534,1,42736 
535,4000535,535,1,42736 
536,4000536,536,1,42736 
537,4000537,537,1,42736 
538,4000538,538,1,42736 
539,4000539,539,1,42736 
540,4000540,540,1,42736 
541,4000541,541,1,42736 
542,4000542,542,1,42736 
543,4000543,543,1,42736 
544,4000544,544,1,42736 
545,4000545,545,1,42736 
546,4000546,546,1,42736 
547,4000547,547,1,42736 
548,4000548,548,1,42736 
549,4000549,549,1,42736 
550,4000550,550,1,42736 
551,4000551,551,1,42736 
552,4000552,552,1,42736 
553,4000553,553,1,42736 
554,4000554,554,1,42736 
555,4000555,555,1,42736 
556,4000556,556,1,42736 
557,4000557,557,1,42736 
558,4000558,558,1,42736 
559,4000559,559,1,42736 
560,4000560,560,1,42736 
561,4000561,561,1,42736 
562,4000562,562,1,42736 
563,4000563,563,1,42736 
564,4000564,564,1,42736 
565,4000565,565,1,42736 
566,4000566,566,1,42736 
567,4000567,567,1,42736 
568,4000568,568,1,42736 
569,4000569,569,1,42736 
570,4000570,570,1,42736 
571,4000571,571,1,42736 
572,4000572,572,1,42736 
573,4000573,573,1,42736 
574,4000574,574,1,42736 
575,4000575,575,1,42736 
576,4000576,576,1,42736 
577,4000577,577,1,42736 
578,4000578,578,1,42736 
579,4000579,579,1,42736 
580,4000580,580,1,42736 
581,4000581,581,1,42736 
582,4000582,582,1,42736 
583,4000583,583,1,42736 
584,4000584,584,1,42736 
585,4000585,585,1,42736 
586,4000586,586,1,42736 
587,4000587,587,1,42736 
588,4000588,588,1,42736 
589,4000589,589,1,42736 
590,4000590,590,1,42736 
591,4000591,591,1,42736 
592,4000592,592,1,42736 
593,4000593,593,1,42736 
594,4000594,594,1,42736 
595,4000595,595,1,42736 
596,4000596,596,1,42736 
597,4000597,597,1,42736 
598,4000598,598,1,42736 
599,4000599,599,1,42736 
600,4000600,600,1,42737 
601,4000601,601,1,42737 
602,4000602,602,1,42737 
603,4000603,603,1,42737 
604,4000604,604,1,42737 
605,4000605,605,1,42737 
606,4000606,606,1,42737 
607,4000607,607,1,42737 
608,4000608,608,1,42737 
609,4000609,609,1,42737 
610,4000610,610,1,42737 
611,4000611,611,1,42737 
612,4000612,612,1,42737 
613,4000613,613,1,42737 
614,4000614,614,1,42737 
615,4000615,615,1,42737 
616,4000616,616,1,42737 
617,4000617,617,1,42737 
618,4000618,618,1,42737 
619,4000619,619,1,42737 
620,4000620,620,1,42737 
621,4000621,621,1,42737 
622,4000622,622,1,42737 
623,4000623,623,1,42737 
624,4000624,624,1,42737 
625,4000625,625,1,42737 
626,4000626,626,1,42737 
627,4000627,627,1,42737 
628,4000628,628,1,42737 
629,4000629,629,1,42737 
630,4000630,630,1,42737 
631,4000631,631,1,42737 
632,4000632,632,1,42737 
633,4000633,633,1,42737 
634,4000634,634,1,42737 
635,4000635,635,1,42737 
636,4000636,636,1,42737 
637,4000637,637,1,42737 
638,4000638,638,1,42737 
639,4000639,639,1,42737 
640,4000640,640,1,42737 
641,4000641,641,1,42737 
642,4000642,642,1,42737 
643,4000643,643,1,42737 
644,4000644,644,1,42737 
645,4000645,645,1,42737 
646,4000646,646,1,42737 
647,4000647,647,1,42737 
648,4000648,648,1,42737 
649,4000649,649,1,42737 
650,4000650,650,1,42737 
651,4000651,651,1,42737 
652,4000652,652,1,42737 
653,4000653,653,1,42737 
654,4000654,654,1,42737 
655,4000655,655,1,42737 
656,4000656,656,1,42737 
657,4000657,657,1,42737 
658,4000658,658,1,42737 
659,4000659,659,1,42737 
660,4000660,660,1,42737 
661,4000661,661,1,42737 
662,4000662,662,1,42737 
663,4000663,663,1,42737 
664,4000664,664,1,42737 
665,4000665,665,1,42737 
666,4000666,666,1,42737 
667,4000667,667,1,42737 
668,4000668,668,1,42737 
669,4000669,669,1,42737 
670,4000670,670,1,42737 
671,4000671,671,1,42737 
672,4000672,672,1,42737 
673,4000673,673,1,42737 
674,4000674,674,1,42737 
675,4000675,675,1,42737 
676,4000676,676,1,42737 
677,4000677,677,1,42737 
678,4000678,678,1,42737 
679,4000679,679,1,42737 
680,4000680,680,1,42737 
681,4000681,681,1,42737 
682,4000682,682,1,42737 
683,4000683,683,1,42737 
684,4000684,684,1,42737 
685,4000685,685,1,42737 
686,4000686,686,1,42737 
687,4000687,687,1,42737 
688,4000688,688,1,42737 
689,4000689,689,1,42737 
690,4000690,690,1,42737 
691,4000691,691,1,42737 
692,4000692,692,1,42737 
693,4000693,693,1,42737 
694,4000694,694,1,42737 
695,4000695,695,1,42737 
696,4000696,696,1,42737 
697,4000697,697,1,42737 
698,4000698,698,1,42737 
699,4000699,699,1,42737 
700,4000700,700,1,42737 
701,4000701,701,1,42737 
702,4000702,702,1,42737 
703,4000703,703,1,42737 
704,4000704,704,1,42737 
705,4000705,705,1,42737 
706,4000706,706,1,42737 
707,4000707,707,1,42737 
708,4000708,708,1,42737 
709,4000709,709,1,42737 
710,4000710,710,1,42737 
711,4000711,711,1,42737 
712,4000712,712,1,42737 
713,4000713,713,1,42737 
714,4000714,714,1,42737 
715,4000715,715,1,42737 
716,4000716,716,1,42737 
717,4000717,717,1,42737 
718,4000718,718,1,42737 
719,4000719,719,1,42737 
720,4000720,720,1,42737 
721,4000721,721,1,42737 
722,4000722,722,1,42737 
723,4000723,723,1,42737 
724,4000724,724,1,42737 
725,4000725,725,1,42737 
726,4000726,726,1,42737 
727,4000727,727,1,42737 
728,4000728,728,1,42737 
729,4000729,729,1,42737 
730,4000730,730,1,42737 
731,4000731,731,1,42737 
732,4000732,732,1,42737 
733,4000733,733,1,42737 
734,4000734,734,1,42737 
735,4000735,735,1,42737 
736,4000736,736,1,42737 
737,4000737,737,1,42737 
738,4000738,738,1,42737 
739,4000739,739,1,42737 
740,4000740,740,1,42737 
741,4000741,741,1,42737 
742,4000742,742,1,42737 
743,4000743,743,1,42737 
744,4000744,744,1,42737 
745,4000745,745,1,42737 
746,4000746,746,1,42737 
747,4000747,747,1,42737 
748,4000748,748,1,42737 
749,4000749,749,1,42737 
750,4000750,750,1,42737 
751,4000751,751,1,42738 
752,4000752,752,1,42738 
753,4000753,753,1,42738 
754,4000754,754,1,42738 
755,4000755,755,1,42738 
756,4000756,756,1,42738 
757,4000757,757,1,42738 
758,4000758,758,1,42738 
759,4000759,759,1,42738 
760,4000760,760,1,42738 
761,4000761,761,1,42738 
762,4000762,762,1,42738 
763,4000763,763,1,42738 
764,4000764,764,1,42738 
765,4000765,765,1,42738 
766,4000766,766,1,42738 
767,4000767,767,1,42738 
768,4000768,768,1,42738 
769,4000769,769,1,42738 
770,4000770,770,1,42738 
771,4000771,771,1,42738 
772,4000772,772,1,42738 
773,4000773,773,1,42738 
774,4000774,774,1,42738 
775,4000775,775,1,42738 
776,4000776,776,1,42738 
777,4000777,777,1,42738 
778,4000778,778,1,42738 
779,4000779,779,1,42738 
780,4000780,780,1,42738 
781,4000781,781,1,42738 
782,4000782,782,1,42738 
783,4000783,783,1,42738 
784,4000784,784,1,42738 
785,4000785,785,1,42738 
786,4000786,786,1,42738 
787,4000787,787,1,42738 
788,4000788,788,1,42738 
789,4000789,789,1,42738 
790,4000790,790,1,42738 
791,4000791,791,1,42738 
792,4000792,792,1,42738 
793,4000793,793,1,42738 
794,4000794,794,1,42738 
795,4000795,795,1,42738 
796,4000796,796,1,42738 
797,4000797,797,1,42738 
798,4000798,798,1,42738 
799,4000799,799,1,42738 
800,4000800,800,1,42738 
801,4000801,801,1,42738 
802,4000802,802,1,42738 
803,4000803,803,1,42738 
804,4000804,804,1,42738 
805,4000805,805,1,42738 
806,4000806,806,1,42738 
807,4000807,807,1,42738 
808,4000808,808,1,42738 
809,4000809,809,1,42738 
810,4000810,810,1,42738 
811,4000811,811,1,42738 
812,4000812,812,1,42738 
813,4000813,813,1,42738 
814,4000814,814,1,42738 
815,4000815,815,1,42738 
816,4000816,816,1,42738 
817,4000817,817,1,42738 
818,4000818,818,1,42738 
819,4000819,819,1,42738 
820,4000820,820,1,42738 
821,4000821,821,1,42738 
822,4000822,822,1,42738 
823,4000823,823,1,42738 
824,4000824,824,1,42738 
825,4000825,825,1,42738 
826,4000826,826,1,42738 
827,4000827,827,1,42738 
828,4000828,828,1,42738 
829,4000829,829,1,42738 
830,4000830,830,1,42738 
831,4000831,831,1,42738 
832,4000832,832,1,42738 
833,4000833,833,1,42738 
834,4000834,834,1,42738 
835,4000835,835,1,42738 
836,4000836,836,1,42738 
837,4000837,837,1,42738 
838,4000838,838,1,42738 
839,4000839,839,1,42738 
840,4000840,840,1,42738 
841,4000841,841,1,42738 
842,4000842,842,1,42738 
843,4000843,843,1,42738 
844,4000844,844,1,42738 
845,4000845,845,1,42738 
846,4000846,846,1,42738 
847,4000847,847,1,42738 
848,4000848,848,1,42738 
849,4000849,849,1,42738 
850,4000850,850,1,42738 
851,4000851,851,1,42738 
852,4000852,852,1,42738 
853,4000853,853,1,42738 
854,4000854,854,1,42738 
855,4000855,855,1,42738 
856,4000856,856,1,42738 
857,4000857,857,1,42738 
858,4000858,858,1,42738 
859,4000859,859,1,42738 
860,4000860,860,1,42738 
861,4000861,861,1,42738 
862,4000862,862,1,42738 
863,4000863,863,1,42738 
864,4000864,864,1,42738 
865,4000865,865,1,42738 
866,4000866,866,1,42738 
867,4000867,867,1,42738 
868,4000868,868,1,42738 
869,4000869,869,1,42738 
870,4000870,870,1,42738 
871,4000871,871,1,42738 
872,4000872,872,1,42738 
873,4000873,873,1,42738 
874,4000874,874,1,42738 
875,4000875,875,1,42738 
876,4000876,876,1,42738 
877,4000877,877,1,42738 
878,4000878,878,1,42738 
879,4000879,879,1,42738 
880,4000880,880,1,42738 
881,4000881,881,1,42738 
882,4000882,882,1,42738 
883,4000883,883,1,42738 
884,4000884,884,1,42738 
885,4000885,885,1,42738 
886,4000886,886,1,42738 
887,4000887,887,1,42738 
888,4000888,888,1,42738 
889,4000889,889,1,42738 
890,4000890,890,1,42738 
891,4000891,891,1,42738 
892,4000892,892,1,42738 
893,4000893,893,1,42738 
894,4000894,894,1,42738 
895,4000895,895,1,42738 
896,4000896,896,1,42738 
897,4000897,897,1,42738 
898,4000898,898,1,42738 
899,4000899,899,1,42738 
900,4000900,900,1,42738 
901,4000901,901,1,42736 
902,4000902,902,1,42736 
903,4000903,903,1,42736 
904,4000904,904,1,42736 
905,4000905,905,1,42736 
906,4000906,906,1,42736 
907,4000907,907,1,42736 
908,4000908,908,1,42736 
909,4000909,909,1,42736 
910,4000910,910,1,42736 
911,4000911,911,1,42736 
912,4000912,912,1,42736 
913,4000913,913,1,42736 
914,4000914,914,1,42736 
915,4000915,915,1,42736 
916,4000916,916,1,42736 
917,4000917,917,1,42736 
918,4000918,918,1,42736 
919,4000919,919,1,42736 
920,4000920,920,1,42736 
921,4000921,921,1,42736 
922,4000922,922,1,42736 
923,4000923,923,1,42736 
924,4000924,924,1,42736 
925,4000925,925,1,42736 
926,4000926,926,1,42736 
927,4000927,927,1,42736 
928,4000928,928,1,42736 
929,4000929,929,1,42736 
930,4000930,930,1,42736 
931,4000931,931,1,42736 
932,4000932,932,1,42736 
933,4000933,933,1,42736 
934,4000934,934,1,42736 
935,4000935,935,1,42736 
936,4000936,936,1,42736 
937,4000937,937,1,42736 
938,4000938,938,1,42736 
939,4000939,939,1,42736 
940,4000940,940,1,42736 
941,4000941,941,1,42736 
942,4000942,942,1,42736 
943,4000943,943,1,42736 
944,4000944,944,1,42736 
945,4000945,945,1,42736 
946,4000946,946,1,42736 
947,4000947,947,1,42736 
948,4000948,948,1,42736 
949,4000949,949,1,42736 
950,4000950,950,1,42736 
951,4000951,951,1,42736 
952,4000952,952,1,42736 
953,4000953,953,1,42736 
954,4000954,954,1,42736 
955,4000955,955,1,42736 
956,4000956,956,1,42736 
957,4000957,957,1,42736 
958,4000958,958,1,42736 
959,4000959,959,1,42736 
960,4000960,960,1,42736 
961,4000961,961,1,42736 
962,4000962,962,1,42736 
963,4000963,963,1,42736 
964,4000964,964,1,42736 
965,4000965,965,1,42736 
966,4000966,966,1,42736 
967,4000967,967,1,42736 
968,4000968,968,1,42736 
969,4000969,969,1,42736 
970,4000970,970,1,42736 
971,4000971,971,1,42736 
972,4000972,972,1,42736 
973,4000973,973,1,42736 
974,4000974,974,1,42736 
975,4000975,975,1,42736 
976,4000976,976,1,42736 
977,4000977,977,1,42736 
978,4000978,978,1,42736 
979,4000979,979,1,42736 
980,4000980,980,1,42736 
981,4000981,981,1,42736 
982,4000982,982,1,42736 
983,4000983,983,1,42736 
984,4000984,984,1,42736 
985,4000985,985,1,42736 
986,4000986,986,1,42736 
987,4000987,987,1,42736 
988,4000988,988,1,42736 
989,4000989,989,1,42736 
990,4000990,990,1,42736 
991,4000991,991,1,42736 
992,4000992,992,1,42736 
993,4000993,993,1,42736 
994,4000994,994,1,42736 
995,4000995,995,1,42736 
996,4000996,996,1,42736 
997,4000997,997,1,42736 
998,4000998,998,1,42736 
999,4000999,999,1,42736 
1000,4001000,0,1,42736
